@id,@currency,@code_producer,@code_on_card,/producer@id,/producer@name,/category@id,/category@name[pol],/iai_category@id,/iai_category@path[pol],/unit@id,/unit@name[pol],/series@id,/series@name[pol],/price@gross,/price@net,/price@vat,/srp@gross,/srp@net,/srp@vat,/price_pos/price@gross,/price_pos/price@net,/price_pos/price@vat,/price_pos/price@size_id,/price_wholesale/site@gross,/price_wholesale/site@net,/price_wholesale/site@vat,/price_wholesale/site@id,/price_wholesale/site@size_id,/price_minimal/site@gross,/price_minimal/site@net,/price_minimal/site@vat,/price_minimal/site@id,/price_minimal/site@size_id,/price_retail/site@gross,/price_retail/site@net,/price_retail/site@vat,/price_retail/site@id,/price_retail/site@size_id,/pricecomparator_price/site@gross,/pricecomparator_price/site@net,/pricecomparator_price/site@vat,/pricecomparator_price/site@id,/pricecomparator_price/site@service_id,/auction_price/site@gross,/auction_price/site@net,/auction_price/site@vat,/auction_price/site@id,/auction_price/site@size_id,/auction_price/site@service_id,/auction_price/site@service_group_id,/auction_price/site@price_type,/sizes/size@id,/sizes/size@name,/sizes/size@code_producer,/sizes/size@code_external,/sizes/size@weight,/sizes/size@code,/sizes/size/price@gross,/sizes/size/price@net,/sizes/size/price@vat,/sizes/size/srp@gross,/sizes/size/srp@net,/sizes/size/srp@vat,/sizes/size/crossedout_retail_price@gross,/sizes/size/crossedout_retail_price@net,/sizes/size/crossedout_wholesale_price@gross,/sizes/size/crossedout_wholesale_price@net,/sizes/size/stock@size_id,/sizes/size/stock@stock_id,/sizes/size/stock@quantity,/sizes/size/stock@location_id,/sizes/size/stock@location_text_id,/card@url[pol],/delivery_time/mode@type,/delivery_time/time@days,/sum_in_basket@value,/images/large/image@url,/images/large/image@date_changed,/images/large/image@hash,/images/icons/icon@url,/images/icons/icon@date_changed,/images/icons/icon@hash,/images/icons/auction_icon@url,images/icons/group_icon@url,/associated_products/product@id,/associated_products/product@code_external,/hotspots/price@normal_price,/hotspots/price@wholesale_price,/hotspots/price@ending_date,/hotspots/price@enabled,/hotspots/price@promotion,/hotspots/price@discount,/hotspots/price@distinguished,/hotspots/price@special,/hotspots/site@id,/hotspots/site@manual_config,/hotspots/site/promotion@visible,/hotspots/site/discount@visible,/hotspots/site/distinguished@visible,/hotspots/site/special@visible,/enable_in_pos@enabled,/taxcode,/availability_profile@id,/availability_management@value,/loyalty_program/site@id,/loyalty_program/site@operation,/loyalty_program/site@clients,/loyalty_program/site@points,/advance@rate,/priority@level,/sell_by/retail@quantity,/sell_by/wholesale@quantity,/inwrapper@quantity,/visibility/site@visible,/visibility/price_comparator@visible,/availability/site@id,/availability/site@value,/attachments/audio/sound@url,/attachments/audio/sound@lang,/attachments/audio/sound@name,/attachments/document/doc@url,/attachments/document/doc@lang,/attachments/document/doc@name,/attachments/video/movie@url,/attachments/video/movie@lang,/attachments/video/movie@name,/attachments/other/file@url,/attachments/other/file@lang,/attachments/other/file@name,/attachments/image/picture@url,/attachments/image/picture@lang,/attachments/image/picture@name,/note,/warranty@id,/warranty@lang,/warranty@name,/navigation/site@id,/navigation/site/menu@id,/navigation/site/menu/item@textid[pol],/deliverer@id,/description/name[pol],/description/short_desc[pol],/description/long_desc[pol],/description/pricecomparator_name[pol],/description/auction_name[pol],/description/auction_long_desc[pol],/description/meta_title[pol],/description/meta_description[pol],/description/meta_keywords[pol],/description/name[eng],/description/short_desc[eng],/description/long_desc[eng],/description/pricecomparator_name[eng],/description/auction_name[eng],/description/auction_long_desc[eng],/description/meta_title[eng],/description/meta_description[eng],/description/meta_keywords[eng],/description/name[ger],/description/short_desc[ger],/description/long_desc[ger],/description/pricecomparator_name[ger],/description/auction_name[ger],/description/auction_long_desc[ger],/description/meta_title[ger],/description/meta_description[ger],/description/meta_keywords[ger],/parameters/parameter@textid[pol],/parameters/parameter@id,/parameters/parameter@name[pol],/parameters/parameter@description[pol],/parameters/parameter@priority,/parameters/parameter@type,/parameters/parameter@distinction,/parameters/parameter@group_distinction,/parameters/parameter@projector_hide,/parameters/parameter@auction_template_hide,/parameters/parameter/value@parameter_id,/parameters/parameter/value@value_id,/parameters/parameter/value@name[pol],/parameters/parameter/value@description[pol],/parameters/parameter/value@priority,/prices_configuration_for_shops@value,/size_chart@id,/size_chart@name[pol],/prices_config/site@type,/prices_config/site@id,/pos_prices_config/site@type,/pos_prices_config/site@id,/group@id,/group/group_by_parameter@id,/group/group_by_parameter@name[pol],/group/group_by_parameter/product_value@id,/group/group_by_parameter/product_value@name[pol],/auction_descriptions/site@service_id,/auction_descriptions/site@service_group_id,/auction_descriptions/site@auction_title,/auction_descriptions/site@auction_subtitle,/auction_descriptions/site@auction_description
"277","PLN","","","1599454037","ATHL","1214553980","ATHL-1001  Koszulka sublimacyjna / replika","0","","0","szt.","0","","70.00","56.91","23.0","0.00","0.00","23.0","70.00","56.91","23.0","0","70.00","56.91","23.0","5","0","52.28","42.50","23.0","5","0","70.00","56.91","23.0","5","0","","","","","","","","","","","","","","67
66
63
68
64
70
65","110
116
122
128
134
140
146","

ZAK-97-63
ZAK-97-68
ZAK-97-64
ZAK-97-70
ZAK-97-65","





","150
0
150
150
150
150
150","277-67
277-66
277-63
277-68
277-64
277-70
277-65","70.00","56.91","23.0","0.00","0.00","23.0","0.00","0.00","0.00","0.00","","","","","","https://sklep.zaksa.pl/product-pol-277-Dziecieca-REPLIKA-KOSZULKI-MECZOWEJ-2018-2019.html","product","5","yes","https://sklep.zaksa.pl/data/gfx/pictures/large/7/7/277_2.jpg","2019-10-21 14:11:49","","https://sklep.zaksa.pl/data/gfx/icons/large/7/7/277.jpg","2019-10-21 14:11:47","","","","","","","","","yes","no","no","no","no","5","yes","no","no","yes","no","yes","","1","stock","5
5
5
5","count_cost
count_cost
client_award
client_award","retailers
wholesalers
retailers
wholesalers","0
0
0
0","","1","1","1","1","no","no","5","yes","","","","","","","","","","","","","","","","","","","","5
5
5","1
1
1","Wszystkie produkty
Marketing\Asortyment na gliwice
Marketing\Topowe produkty meczowe ","43","Dziecięca REPLIKA KOSZULKI MECZOWEJ 2018/2019","Produkt chwilowo dostępny tylko w sprzedaży stacjonarnej.
Replika koszulki meczowej na sezon 2018/2019.","","","","","","","","Dziecięca REPLIKA KOSZULKI MECZOWEJ 2018/2019","Produkt chwilowo dostępny tylko w sprzedaży stacjonarnej.
Replika koszulki meczowej na sezon 2018/2019.","","","","","","","","Dziecięca REPLIKA KOSZULKI MECZOWEJ 2018/2019","Produkt chwilowo dostępny tylko w sprzedaży stacjonarnej.
Replika koszulki meczowej na sezon 2018/2019.","","","","","","","","PERSONALIZACJA\Nie","172","PERSONALIZACJA","<p>Dodatkowy nadruk z własnym nazwiskiem i numerem na tyle koszulki</p>","0","parameter","n","y","y","n","172","173","Nie","","0","same_prices","5","damons Zaksa koszulka meczowa - dzieci","wholesale_notequals_retail","5","pos_notequals_retail","5","276","d9e9d851e0ff470964d5fa7be3206ca5","PERSONALIZACJA","b1af96d18e834d2f816197dd7bf6eaad","Nie","","","","",""
"282","PLN","","","1599454037","ATHL","0","*Kategoria tymczasowa","0","","0","szt.","0","","59.00","47.97","23.0","0.00","0.00","23.0","59.00","47.97","23.0","0","29.89","24.30","23.0","5","0","29.89","24.30","23.0","5","0","59.00","47.97","23.0","5","0","","","","","","","","","","","","","","3
4
5
6
7","S
M
L
XL
XXL","ZAK-37-3
ZAK-37-4
ZAK-37-5
ZAK-37-6
","



","150
150
150
150
150","282-3
282-4
282-5
282-6
282-7","59.00","47.97","23.0","0.00","0.00","23.0","0.00","0.00","0.00","0.00","3
4
5
6
7","1
1
1
1
1","-1.000
-1.000
-1.000
-1.000
-1.000","



","



","https://sklep.zaksa.pl/product-pol-282-Koszulka-ZAKSA-z-duzym-herbem.html","deliverer","0","yes","https://sklep.zaksa.pl/data/gfx/pictures/large/2/8/282_1.png","2019-10-21 14:12:24","","https://sklep.zaksa.pl/data/gfx/icons/large/2/8/282.png","2019-10-21 14:12:23","","","","","","","","","yes","no","no","no","no","5","yes","yes","no","no","no","yes","","1","manual","5
5
5
5","count_cost
count_cost
client_award
client_award","retailers
wholesalers
retailers
wholesalers","0
0
0
0","","200","1","1","1","yes","no","5","yes","","","","","","","","","","","","","","","","","","","","5
5
5
5
5
5","1
1
1
1
1
1","Wszystkie produkty
Marketing\Asortyment na gliwice
Odzież\Mężczyźni
Odzież\Kobiety
Kolekcje\ZAKSA Style
Marketing\Na Dzień Ojca","43","Koszulka ZAKSA z dużym herbem","","","","","","","","","Koszulka ZAKSA z dużym herbem","","","","","","","","","Koszulka ZAKSA z dużym herbem","","","","","","","","","","","","","","","","","","","","","","","","same_prices","33","ROLY 6550","wholesale_notequals_retail","5","pos_notequals_retail","5","","","","","","","","","",""
"284","PLN","","","1599454037","ATHL","0","*Kategoria tymczasowa","0","","0","szt.","0","","17.00","13.82","23.0","0.00","0.00","23.0","17.00","13.82","23.0","0","1.70","1.38","23.0","5","0","1.70","1.38","23.0","5","0","17.00","13.82","23.0","5","0","","","","","","","","","","","","","","uniw","uniwersalny","zak-w-1","","20","284-uniw","17.00","13.82","23.0","0.00","0.00","23.0","0.00","0.00","0.00","0.00","uniw","8","-1.000","","","https://sklep.zaksa.pl/product-pol-284-Bandamka.html","deliverer","0","yes","","","","https://sklep.zaksa.pl/data/gfx/icons/large/4/8/","1970-01-01 01:00:00","","","","","","","","","yes","no","no","no","no","5","no","no","no","no","no","yes","","1","manual","5
5
5
5","count_cost
count_cost
client_award
client_award","retailers
wholesalers
retailers
wholesalers","0
0
0
0","","1","1","1","1","no","no","5","yes","","","","","","","","","","","","","","","","","","","","5
5","1
1","Wszystkie produkty
Marketing\towary zaksy z faktury 1","43","Bandamka","","","","","","","","","Bandamka","","","","","","","","","Bandamka","","","","","","","","","","","","","","","","","","","","","","","","same_prices","0","","wholesale_notequals_retail","5","pos_notequals_retail","5","","","","","","","","","",""
"285","PLN","","","1599454037","ATHL","0","*Kategoria tymczasowa","0","","0","szt.","0","","5.01","4.07","23.0","0.00","0.00","23.0","5.00","4.07","23.0","0","0.50","0.41","23.0","5","0","0.50","0.41","23.0","5","0","5.01","4.07","23.0","5","0","","","","","","","","","","","","","","uniw","uniwersalny","ZAK-W-2","","20","285-uniw","5.01","4.07","23.0","0.00","0.00","23.0","0.00","0.00","0.00","0.00","uniw","8","-1.000","","","https://sklep.zaksa.pl/product-pol-285-Opaska-silikonowa.html","deliverer","0","yes","","","","https://sklep.zaksa.pl/data/gfx/icons/large/5/8/","1970-01-01 01:00:00","","","","","","","","","yes","no","no","no","no","5","no","no","no","no","no","yes","","1","manual","5
5
5
5","count_cost
count_cost
client_award
client_award","retailers
wholesalers
retailers
wholesalers","0
0
0
0","","1","1","1","1","no","no","5","yes","","","","","","","","","","","","","","","","","","","","5
5","1
1","Wszystkie produkty
Marketing\towary zaksy z faktury 1","43","Opaska silikonowa","","","","","","","","","Opaska silikonowa","","","","","","","","","Opaska silikonowa","","","","","","","","","","","","","","","","","","","","","","","","same_prices","0","","wholesale_notequals_retail","5","pos_notequals_retail","5","","","","","","","","","",""
"286","PLN","","","1599454037","ATHL","0","*Kategoria tymczasowa","0","","0","szt.","0","","75.01","60.98","23.0","0.00","0.00","23.0","75.00","60.98","23.0","0","3.75","3.05","23.0","5","0","3.75","3.05","23.0","5","0","75.01","60.98","23.0","5","0","","","","","","","","","","","","","","uniw","uniwersalny","zak-w-3","","20","286-uniw","75.01","60.98","23.0","0.00","0.00","23.0","0.00","0.00","0.00","0.00","uniw","8","-1.000","","","https://sklep.zaksa.pl/product-pol-286-Pilka.html","deliverer","0","yes","","","","https://sklep.zaksa.pl/data/gfx/icons/large/6/8/","1970-01-01 01:00:00","","","","","","","","","yes","no","no","no","no","5","no","no","no","no","no","yes","","1","manual","5
5
5
5","count_cost
count_cost
client_award
client_award","retailers
wholesalers
retailers
wholesalers","0
0
0
0","","1","1","1","1","no","no","5","yes","","","","","","","","","","","","","","","","","","","","5
5","1
1","Wszystkie produkty
Marketing\towary zaksy z faktury 1","43","Piłka ","","","","","","","","","Piłka ","","","","","","","","","Piłka ","","","","","","","","","","","","","","","","","","","","","","","","same_prices","0","","wholesale_notequals_retail","5","pos_notequals_retail","5","","","","","","","","","",""
"287","PLN","","","1599454037","ATHL","0","*Kategoria tymczasowa","0","","0","szt.","0","","95.00","77.24","23.0","0.00","0.00","23.0","95.00","77.24","23.0","0","9.50","7.72","23.0","5","0","9.50","7.72","23.0","5","0","95.00","77.24","23.0","5","0","","","","","","","","","","","","","","uniw","uniwersalny","zak-w-4","","20","287-uniw","95.00","77.24","23.0","0.00","0.00","23.0","0.00","0.00","0.00","0.00","uniw","8","-1.000","","","https://sklep.zaksa.pl/product-pol-287-Pilka-z-autografami.html","deliverer","0","yes","","","","https://sklep.zaksa.pl/data/gfx/icons/large/7/8/","1970-01-01 01:00:00","","","","","","","","","yes","no","no","no","no","5","no","no","no","no","no","yes","","1","manual","5
5
5
5","count_cost
count_cost
client_award
client_award","retailers
wholesalers
retailers
wholesalers","0
0
0
0","","1","1","1","1","no","no","5","yes","","","","","","","","","","","","","","","","","","","","5
5","1
1","Wszystkie produkty
Marketing\towary zaksy z faktury 1","43","Piłka z autografami","","","","","","","","","Piłka z autografami","","","","","","","","","Piłka z autografami","","","","","","","","","","","","","","","","","","","","","","","","same_prices","0","","wholesale_notequals_retail","5","pos_notequals_retail","5","","","","","","","","","",""
"288","PLN","","","1599454037","ATHL","0","*Kategoria tymczasowa","0","","0","szt.","0","","29.00","23.58","23.0","0.00","0.00","23.0","29.00","23.58","23.0","0","2.90","2.36","23.0","5","0","2.90","2.36","23.0","5","0","29.00","23.58","23.0","5","0","","","","","","","","","","","","","","uniw","uniwersalny","zak-w-5","","20","288-uniw","29.00","23.58","23.0","0.00","0.00","23.0","0.00","0.00","0.00","0.00","uniw","8","-1.000","","","https://sklep.zaksa.pl/product-pol-288-Recznik.html","deliverer","0","yes","","","","https://sklep.zaksa.pl/data/gfx/icons/large/8/8/","1970-01-01 01:00:00","","","","","","","","","yes","no","no","no","no","5","no","no","no","no","no","yes","","1","manual","5
5
5
5","count_cost
count_cost
client_award
client_award","retailers
wholesalers
retailers
wholesalers","0
0
0
0","","1","1","1","1","no","no","5","yes","","","","","","","","","","","","","","","","","","","","5
5","1
1","Wszystkie produkty
Marketing\towary zaksy z faktury 1","43","Ręcznik","","","","","","","","","Ręcznik","","","","","","","","","Ręcznik","","","","","","","","","","","","","","","","","","","","","","","","same_prices","0","","wholesale_notequals_retail","5","pos_notequals_retail","5","","","","","","","","","",""
"289","PLN","","","1599454037","ATHL","0","*Kategoria tymczasowa","0","","0","szt.","0","","15.00","12.20","23.0","0.00","0.00","23.0","15.00","12.20","23.0","0","1.50","1.22","23.0","5","0","1.50","1.22","23.0","5","0","15.00","12.20","23.0","5","0","","","","","","","","","","","","","","uniw","uniwersalny","zak-w-6","","20","289-uniw","15.00","12.20","23.0","0.00","0.00","23.0","0.00","0.00","0.00","0.00","uniw","1","-1.000","","","https://sklep.zaksa.pl/product-pol-289-Stopki.html","deliverer","0","yes","","","","https://sklep.zaksa.pl/data/gfx/icons/large/9/8/","1970-01-01 01:00:00","","","","","","","","","yes","no","no","no","no","5","no","no","no","no","no","yes","","1","manual","5
5
5
5","count_cost
count_cost
client_award
client_award","retailers
wholesalers
retailers
wholesalers","0
0
0
0","","1","1","1","1","no","no","5","yes","","","","","","","","","","","","","","","","","","","","5","1","Wszystkie produkty","43","Stopki","","","","","","","","","Stopki","","","","","","","","","Stopki","","","","","","","","","","","","","","","","","","","","","","","","same_prices","0","","wholesale_notequals_retail","5","pos_notequals_retail","5","","","","","","","","","",""
"290","PLN","","","1599454037","ATHL","0","*Kategoria tymczasowa","0","","0","szt.","0","","49.00","39.84","23.0","0.00","0.00","23.0","49.00","39.84","23.0","0","4.90","3.98","23.0","5","0","4.90","3.98","23.0","5","0","49.00","39.84","23.0","5","0","","","","","","","","","","","","","","uniw","uniwersalny","zak-w-7","","20","290-uniw","49.00","39.84","23.0","0.00","0.00","23.0","0.00","0.00","0.00","0.00","uniw","8","-1.000","","","https://sklep.zaksa.pl/product-pol-290-ZAKSA-family-meska.html","deliverer","0","yes","","","","https://sklep.zaksa.pl/data/gfx/icons/large/0/9/","1970-01-01 01:00:00","","","","","","","","","yes","no","no","no","no","5","no","no","no","no","no","yes","","1","manual","5
5
5
5","count_cost
count_cost
client_award
client_award","retailers
wholesalers
retailers
wholesalers","0
0
0
0","","1","1","1","1","no","no","5","yes","","","","","","","","","","","","","","","","","","","","5
5","1
1","Wszystkie produkty
Marketing\towary zaksy z faktury 1","43","ZAKSA family męska","","","","","","","","","ZAKSA family męska","","","","","","","","","ZAKSA family męska","","","","","","","","","","","","","","","","","","","","","","","","same_prices","0","","wholesale_notequals_retail","5","pos_notequals_retail","5","","","","","","","","","",""
"291","PLN","","","1599454037","ATHL","0","*Kategoria tymczasowa","0","","0","szt.","0","","49.00","39.84","23.0","0.00","0.00","23.0","49.00","39.84","23.0","0","4.90","3.98","23.0","5","0","4.90","3.98","23.0","5","0","49.00","39.84","23.0","5","0","","","","","","","","","","","","","","uniw","uniwersalny","zak-w-8","","20","291-uniw","49.00","39.84","23.0","0.00","0.00","23.0","0.00","0.00","0.00","0.00","uniw","8","-1.000","","","https://sklep.zaksa.pl/product-pol-291-ZAKSA-family-damska.html","deliverer","0","yes","","","","https://sklep.zaksa.pl/data/gfx/icons/large/1/9/","1970-01-01 01:00:00","","","","","","","","","yes","no","no","no","no","5","no","no","no","no","no","yes","","1","manual","5
5
5
5","count_cost
count_cost
client_award
client_award","retailers
wholesalers
retailers
wholesalers","0
0
0
0","","1","1","1","1","no","no","5","yes","","","","","","","","","","","","","","","","","","","","5
5","1
1","Wszystkie produkty
Marketing\towary zaksy z faktury 1","43","ZAKSA family damska","","","","","","","","","ZAKSA family damska","","","","","","","","","ZAKSA family damska","","","","","","","","","","","","","","","","","","","","","","","","same_prices","0","","wholesale_notequals_retail","5","pos_notequals_retail","5","","","","","","","","","",""
"292","PLN","","","1599454037","ATHL","0","*Kategoria tymczasowa","0","","0","szt.","0","","40.00","32.52","23.0","0.00","0.00","23.0","40.00","32.52","23.0","0","4.00","3.25","23.0","5","0","4.00","3.25","23.0","5","0","40.00","32.52","23.0","5","0","","","","","","","","","","","","","","uniw","uniwersalny","zak-w-9","","20","292-uniw","40.00","32.52","23.0","0.00","0.00","23.0","0.00","0.00","0.00","0.00","uniw","8","-1.000","","","https://sklep.zaksa.pl/product-pol-292-Czapka-zimowa.html","deliverer","0","yes","","","","https://sklep.zaksa.pl/data/gfx/icons/large/2/9/","1970-01-01 01:00:00","","","","","","","","","yes","no","no","no","no","5","no","no","no","no","no","yes","","1","manual","5
5
5
5","count_cost
count_cost
client_award
client_award","retailers
wholesalers
retailers
wholesalers","0
0
0
0","","1","1","1","1","no","no","5","yes","","","","","","","","","","","","","","","","","","","","5
5","1
1","Wszystkie produkty
Marketing\towary zaksy z faktury 1","43","Czapka zimowa","","","","","","","","","Czapka zimowa","","","","","","","","","Czapka zimowa","","","","","","","","","","","","","","","","","","","","","","","","same_prices","0","","wholesale_notequals_retail","5","pos_notequals_retail","5","","","","","","","","","",""
"293","PLN","","","1599454037","ATHL","0","*Kategoria tymczasowa","0","","0","szt.","0","","9.00","7.32","23.0","0.00","0.00","23.0","9.00","7.32","23.0","0","6.42","5.22","23.0","5","0","6.42","5.22","23.0","5","0","9.00","7.32","23.0","5","0","","","","","","","","","","","","","","uniw","uniwersalny","ZAK-127","","50","293-uniw","9.00","7.32","23.0","0.00","0.00","23.0","0.00","0.00","0.00","0.00","uniw","8","3","","","https://sklep.zaksa.pl/product-pol-293-Button-magnes-otwieracz-herb.html","deliverer","0","yes","","","","https://sklep.zaksa.pl/data/gfx/icons/large/3/9/","1970-01-01 01:00:00","","","","","","","","","yes","no","no","no","no","5","no","no","no","no","no","yes","","1","stock","5
5
5
5","count_cost
count_cost
client_award
client_award","retailers
wholesalers
retailers
wholesalers","0
0
0
0","","1","1","1","1","no","no","5","yes","","","","","","","","","","","","","","","","","","","","5
5
5","1
1
1","Wszystkie produkty
Marketing\Asortyment na gliwice
AKCESORIA\Magnesy","43","Button magnes + otwieracz herb","","","","","","","","","Button magnes + otwieracz herb","","","","","","","","","Button magnes + otwieracz herb","","","","","","","","","","","","","","","","","","","","","","","","same_prices","0","","wholesale_notequals_retail","5","pos_notequals_retail","5","","","","","","","","","",""
"294","PLN","","","1599454037","ATHL","0","*Kategoria tymczasowa","0","","0","szt.","0","","9.00","7.32","23.0","0.00","0.00","23.0","9.00","7.32","23.0","0","6.42","5.22","23.0","5","0","6.42","5.22","23.0","5","0","9.00","7.32","23.0","5","0","","","","","","","","","","","","","","uniw","uniwersalny","ZAK-128","","50","294-uniw","9.00","7.32","23.0","0.00","0.00","23.0","0.00","0.00","0.00","0.00","uniw","8","22","","","https://sklep.zaksa.pl/product-pol-294-Button-magnes-otwieracz-1994.html","deliverer","0","yes","","","","https://sklep.zaksa.pl/data/gfx/icons/large/4/9/","1970-01-01 01:00:00","","","","","","","","","yes","no","no","no","no","5","no","no","no","no","no","yes","","1","stock","5
5
5
5","count_cost
count_cost
client_award
client_award","retailers
wholesalers
retailers
wholesalers","0
0
0
0","","1","1","1","1","no","no","5","yes","","","","","","","","","","","","","","","","","","","","5
5
5","1
1
1","Wszystkie produkty
Marketing\Asortyment na gliwice
AKCESORIA\Magnesy","43","Button magnes + otwieracz 1994","","","","","","","","","Button magnes + otwieracz 1994","","","","","","","","","Button magnes + otwieracz 1994","","","","","","","","","","","","","","","","","","","","","","","","same_prices","0","","wholesale_notequals_retail","5","pos_notequals_retail","5","","","","","","","","","",""
"295","PLN","","","1599454037","ATHL","0","*Kategoria tymczasowa","0","","0","szt.","0","","9.00","7.32","23.0","0.00","0.00","23.0","9.00","7.32","23.0","0","6.42","5.22","23.0","5","0","6.42","5.22","23.0","5","0","9.00","7.32","23.0","5","0","","","","","","","","","","","","","","uniw","uniwersalny","ZAK-129","","50","295-uniw","9.00","7.32","23.0","0.00","0.00","23.0","0.00","0.00","0.00","0.00","uniw","8","16","","","https://sklep.zaksa.pl/product-pol-295-Button-magnes-otwieracz-gozaksa.html","deliverer","0","yes","","","","https://sklep.zaksa.pl/data/gfx/icons/large/5/9/","1970-01-01 01:00:00","","","","","","","","","yes","no","no","no","no","5","no","no","no","no","no","yes","","1","stock","5
5
5
5","count_cost
count_cost
client_award
client_award","retailers
wholesalers
retailers
wholesalers","0
0
0
0","","1","1","1","1","no","no","5","yes","","","","","","","","","","","","","","","","","","","","5
5
5","1
1
1","Wszystkie produkty
Marketing\Asortyment na gliwice
AKCESORIA\Magnesy","43","Button magnes + otwieracz #gozaksa","","","","","","","","","Button magnes + otwieracz #gozaksa","","","","","","","","","Button magnes + otwieracz #gozaksa","","","","","","","","","","","","","","","","","","","","","","","","same_prices","0","","wholesale_notequals_retail","5","pos_notequals_retail","5","","","","","","","","","",""
"296","PLN","","","1599454037","ATHL","0","*Kategoria tymczasowa","0","","0","szt.","0","","9.00","7.32","23.0","0.00","0.00","23.0","9.00","7.32","23.0","0","6.42","5.22","23.0","5","0","6.42","5.22","23.0","5","0","9.00","7.32","23.0","5","0","","","","","","","","","","","","","","uniw","uniwersalny","ZAK-130","","50","296-uniw","9.00","7.32","23.0","0.00","0.00","23.0","0.00","0.00","0.00","0.00","uniw","8","9","","","https://sklep.zaksa.pl/product-pol-296-Button-magnes-otwieracz-7-gwiazdek.html","deliverer","0","yes","","","","https://sklep.zaksa.pl/data/gfx/icons/large/6/9/","1970-01-01 01:00:00","","","","","","","","","yes","no","no","no","no","5","no","no","no","no","no","yes","","1","stock","5
5
5
5","count_cost
count_cost
client_award
client_award","retailers
wholesalers
retailers
wholesalers","0
0
0
0","","1","1","1","1","no","no","5","yes","","","","","","","","","","","","","","","","","","","","5
5
5","1
1
1","Wszystkie produkty
Marketing\Asortyment na gliwice
AKCESORIA\Magnesy","43","Button magnes + otwieracz 7 gwiazdek","","","","","","","","","Button magnes + otwieracz 7 gwiazdek","","","","","","","","","Button magnes + otwieracz 7 gwiazdek","","","","","","","","","","","","","","","","","","","","","","","","same_prices","0","","wholesale_notequals_retail","5","pos_notequals_retail","5","","","","","","","","","",""
"297","PLN","","","1599454037","ATHL","1214553971","ATHL-508 zapalniczka na benzynę ","0","","0","szt.","0","","35.00","28.46","23.0","0.00","0.00","23.0","35.00","28.46","23.0","0","25.63","20.84","23.0","5","0","25.63","20.84","23.0","5","0","35.00","28.46","23.0","5","0","","","","","","","","","","","","","","uniw","uniwersalny","ZAK-131","","50","297-uniw","35.00","28.46","23.0","0.00","0.00","23.0","0.00","0.00","0.00","0.00","uniw","8","5","","","https://sklep.zaksa.pl/product-pol-297-ZAPALNICZKA-HERB.html","deliverer","0","yes","https://sklep.zaksa.pl/data/gfx/pictures/large/7/9/297_1.jpg
https://sklep.zaksa.pl/data/gfx/pictures/large/7/9/297_2.jpg","2019-10-21 14:10:15
2019-10-21 14:10:15","","https://sklep.zaksa.pl/data/gfx/icons/large/7/9/297.jpg","2019-10-21 14:10:14","","","","","","","","","yes","no","no","no","no","5","no","no","no","no","no","yes","","1","stock","5
5
5
5","count_cost
count_cost
client_award
client_award","retailers
wholesalers
retailers
wholesalers","0
0
0
0","","1","1","1","1","no","no","5","yes","","","","","","","","","","","","","","","","ATHL-508 zapalniczka na benzynę","","","","5
5
5
5","1
1
1
1","AKCESORIA\Domowe
Wszystkie produkty
Marketing\karta do koszyka
Marketing\Asortyment na gliwice","43","ZAPALNICZKA ""HERB""	","Elegancka zapalniczka benzynowa z wygrawerowanym herbem ZAKSY. 
","","","","","","","","ZAPALNICZKA ""HERB""	","Elegancka zapalniczka benzynowa z wygrawerowanym herbem ZAKSY. 
","","","","","","","","ZAPALNICZKA ""HERB""	","Elegancka zapalniczka benzynowa z wygrawerowanym herbem ZAKSY. 
","","","","","","","","","","","","","","","","","","","","","","","same_prices","0","","wholesale_notequals_retail","5","pos_notequals_retail","5","","","","","","","","","",""
